module,priority,title,kind,method,route,source,usedBy
examinations,core,Editform,command,POST,/papersetting/editform,/admin/papersetting/editform,/papersetting
examinations,core,Get Datatable,query,POST,/papersetting/get-datatable,/admin/papersetting/getDatatable,/papersetting
examinations,core,Get Subjects Bysubjectgroupid,query,GET,/papersetting/get-subjects-bysubjectgroupid,/admin/papersetting/getSubjectsBysubjectgroupid,/papersetting
examinations,core,Getimages,query,GET,/papersetting/getimages,/admin/papersetting/getimages,/papersetting
examinations,core,Getinactive Datatable,query,POST,/papersetting/getinactive-datatable,/admin/papersetting/getinactiveDatatable,/papersetting
examinations,core,Getsubject Byselected Class,query,GET,/papersetting/getsubject-byselected-class,/admin/papersetting/getsubjectByselectedClass,/papersetting
examinations,core,Questionsearchvalidation,query,GET,/papersetting/questionsearchvalidation,/admin/papersetting/questionsearchvalidation,/papersetting
examinations,core,Uploadfile,command,POST,/papersetting/uploadfile,/admin/papersetting/uploadfile,/papersetting
examinations,core,Add,command,POST,/question/add,/admin/question/add,/question
examinations,core,Addform,command,POST,/question/addform,/admin/question/addform,/question
examinations,core,Bulkdelete,command,DELETE,/question/bulkdelete,/admin/question/bulkdelete,/question
examinations,core,Editform,command,POST,/question/editform,/admin/question/editform,/question
examinations,core,Get Datatable,query,POST,/question/get-datatable,/admin/question/getDatatable,/question
examinations,core,Getimages,query,GET,/question/getimages,/admin/question/getimages,/question /syllabus
examinations,core,Getinactive Datatable,query,POST,/question/getinactive-datatable,/admin/question/getinactiveDatatable,/question
examinations,core,Questionsearchvalidation,query,GET,/question/questionsearchvalidation,/admin/question/questionsearchvalidation,/question
examinations,core,Uploadfile,command,POST,/question/uploadfile,/admin/question/uploadfile,/question
examinations,core,Add Exam Fees Program,command,POST,/revaluation-form/add-exam-fees-program,/admin/revaluation_form/addExamFeesProgram,/revaluation-form/revaluationformsetting
examinations,core,Delete Revaluation Fees,command,DELETE,/revaluation-form/delete-revaluation-fees,/admin/revaluation_form/delete_revaluation_fees,/revaluation-form/revaluationformsetting
examinations,core,Getrevaluation Program,query,GET,/revaluation-form/getrevaluation-program,/admin/revaluation_form/getrevaluationProgram,/revaluation-form/revaluationformsetting
examinations,core,Save Form Fields,command,POST,/revaluation-form/save-form-fields,/admin/revaluation_form/saveFormFields,/revaluation-form/revaluationformsetting
examinations,core,Assign Block,command,POST,/seating-arrangement/assign-block,/seating_arrangement/assign_block,/seating-arrangement/assign-block
examinations,core,Assign Block Save,command,POST,/seating-arrangement/assign-block-save,/seating_arrangement/assign_block_save,/seating-arrangement/assign-block
examinations,core,Create Block Number,command,POST,/seating-arrangement/create-block-number,/seating_arrangement/create_block_number,/seating-arrangement/assign-block
examinations,core,Delete Seatarrangement,command,DELETE,/seating-arrangement/delete-seatarrangement,/seating_arrangement/delete_seatarrangement,/seating-arrangement/assign-block
examinations,core,Get Subjects From Exam,query,GET,/seating-arrangement/get-subjects-from-exam,/seating_arrangement/getSubjectsFromExam,/seating-arrangement/assign-block
examinations,core,Searchexamseatnumbers,query,GET,/seating-arrangement/searchexamseatnumbers,/seating_arrangement/searchexamseatnumbers,/seating-arrangement
examinations,core,Subjectexamsave,command,POST,/seating-arrangement/subjectexamsave,/seating_arrangement/subjectexamsave,/seating-arrangement
examinations,core,Semester Wise Subject,query,POST,/user/exam/semester-wise-subject,/user/exam/semesterWiseSubject,/examgroup/exam-form /examgroup/revaluation-form
examinations,core,Getexamscheduledetail,query,GET,/user/examschedule/getexamscheduledetail,/user/examschedule/getexamscheduledetail,/examresult/backlog
academics,core,Get By Program,query,GET,/classes/get-by-program,/classes/getByProgram,/dashboard /examgroup/exam-remuneration-bill /generateidcard/search /programintake /result-remark /student/dashboard /student/disablestudentslist /student/search /student/semester-allocation /studentfee/fee-summary-dashboard
academics,core,Get Specialization By Class,query,GET,/classes/get-specialization-by-class,/classes/getSpecializationByClass,/examgroup/exam-form /examgroup/revaluation-form /student/disablestudentslist /student/generaterollnumber /student/search
academics,core,Classroomsetupsave,command,POST,/classroom/classroomsetupsave,/admin/classroom/classroomsetupsave,/classroom/classroom-setup
academics,core,Delete Classroom Allotment,command,DELETE,/classroom/delete-classroom-allotment,/admin/classroom/deleteClassroomAllotment,/classroom/classroom-allotment
academics,core,Exam Approval,query,POST,/course-master/exam-approval,/course_master/exam_approval,/course-master
academics,core,Get Result Approvers,command,POST,/course-master/get-result-approvers,/course_master/get_result_approvers,/course-master
academics,core,Get Courses By Department,query,GET,/department/get-courses-by-department,/department/getCoursesByDepartment,/dashboard /generateidcard/search /programintake /student/dashboard /student/disablestudentslist /student/search /student/semester-allocation /studentfee/fee-summary-dashboard
academics,core,Changeformfieldsetting,query,POST,/liberal-art/changeformfieldsetting,/admin/liberal_art/changeformfieldsetting,/liberal-art/admissionsetting
academics,core,Checkpaymentstatus,query,POST,/liberal-art/checkpaymentstatus,/admin/liberal_art/checkpaymentstatus,/liberal-art/liberal-art-report /liberal-art/liberal-art-student
academics,core,Getstudentlist,query,GET,/liberal-art/getstudentlist,/admin/liberal_art/getstudentlist,/liberal-art/liberal-art-report /liberal-art/liberal-art-student
academics,core,Insert Partly Payment,command,POST,/liberal-art/insert-partly-payment,/admin/liberal_art/insert_partly_payment,/liberal-art/liberal-art-report /liberal-art/liberal-art-student
academics,core,Partly Payment Modal,query,POST,/liberal-art/partly-payment-modal,/admin/liberal_art/partly_payment_modal,/liberal-art/liberal-art-report /liberal-art/liberal-art-student
academics,core,Create,command,POST,/schoolhouse/create,/admin/schoolhouse/create,/schoolhouse
academics,core,Get By Class,query,GET,/sections/get-by-class,/sections/getByClass,/alumni/alumnilist /alumni/events /approve-leave /assign-mentor /assign-variable-fees /atkt-form/atkt-form-report /atkt-form/edit-atkt-form-student /certificate-report /conference/class-report /conference/meeting /conference/timetable /content/upload /copo/co-po-mapping /copo/course-outcomes /copo/indirect-po-mapping /copo/lesson /copo/plan /exam-schedule /examgroup /examgroup/displaymarksexamsubjwise /examgroup/exam-form /examgroup/mark-entry-single-subject /examgroup/mark-entry-subjectwise /examgroup/revaluation-form /exammarksheet/marksheet /examresult /examresult/admitcard /examresult/exam-result-block-unblock /examresult/marksheet /feemastercoursewise /feesforward /generatecertificate /generateidcard/search /gmeet/class-report /gmeet/meeting /gmeet/timetable /homework /homework/evaluation-report /hostel/assign-room /hostel/change-room /hostelroom/studenthosteldetails /lessonplan/copylesson /lessonplan/instruction-plan /lessonplan/lesson /lessonplan/topic /mailsms/compose /mailsms/compose-sms /member/student /onlinecourse/course /onlinecourse/offlinepayment/payment /onlineexam /onlineexam/report /others-fees-verification /outcome-basis-education /paper-creation/assign-paper-creation /papersetting /paymentcategory/assign-payment-category /payroll /pickuppoint/student-fees /programintake /question /report/alumnireport /report/lesson-plan /resume /resume/download /roombooking/roombook /roombooking/roombook/roombookrequest /route/studenttransportdetails /staff /stdscholarship /stdtransfer /stuattendence /stuattendence/attendencereport /student-log-update /student/approve-optional-course /student/assign-optional-course /student/assign-seat-number /student/bulkdelete /student/bulkmail /student/bulkupdate /student/create /student/disablestudentslist /student/generaterollnumber /student/multiclass /student/search /studentfee /studentfee/feereceipt /studentfee/feesearch /subjectattendence /subjectattendence/reportbydate /subjectgroup /syllabus/status /teacher/assign-class-teacher /timetable/classreport /video-tutorial /visitors
academics,core,Assign Program,command,POST,/sectionwise-specialization/assign-program,/sectionwise_specialization/assign_program,/sectionwise-specialization/assign-program
academics,core,Getspecialization Bysectionid,query,GET,/sectionwise-specialization/getspecialization-bysectionid,/sectionwise_specialization/getspecializationBysectionid,/student/create
academics,core,Importfile,command,POST,/subject/importfile,/admin/subject/importfile,/subject
academics,core,Get Group By Class ID,query,GET,/subjectgroup/get-group-by-class-id,/admin/subjectgroup/getGroupByClassId,/copo/co-po-mapping /copo/course-outcomes /copo/indirect-po-mapping /copo/lesson /copo/plan /lessonplan/lesson /lessonplan/topic /paper-creation/assign-paper-creation /syllabus/status
academics,core,Get Group By Classand Section,query,GET,/subjectgroup/get-group-by-classand-section,/admin/subjectgroup/getGroupByClassandSection,/atkt-form/atkt-form-report /atkt-form/edit-atkt-form-student /copo/course-outcomes /examgroup/displaymarksexamsubjwise /homework /homework/evaluation-report /lessonplan/copylesson /lessonplan/instruction-plan /paper-creation/assign-paper-creation /report/lesson-plan /timetable/classreport
academics,core,Get Groupsubjects,query,GET,/subjectgroup/get-groupsubjects,/admin/subjectgroup/getGroupsubjects,/atkt-form/atkt-form-report /atkt-form/edit-atkt-form-student /feedback/assign-feedback-form /homework /homework/evaluation-report /lessonplan/copylesson /lessonplan/instruction-plan /report/lesson-plan
academics,core,Get Groupsubjects By Semester Type,query,GET,/subjectgroup/get-groupsubjects-by-semester-type,/admin/subjectgroup/getGroupsubjectsBySemesterType,/copo/co-po-mapping /copo/indirect-po-mapping /copo/lesson /copo/plan /lessonplan/lesson /lessonplan/topic /syllabus/status
academics,core,Get Groupsubjects By Semester Type Feedback,query,GET,/subjectgroup/get-groupsubjects-by-semester-type-feedback,/admin/subjectgroup/getGroupsubjectsBySemesterTypeFeedback,/feedback/assign-feedback-form
academics,core,Get Sem By Classand Section,query,GET,/subjectgroup/get-sem-by-classand-section,/admin/subjectgroup/getSemByClassandSection,/student/approve-optional-course /student/assign-optional-course
academics,core,Get Sem By Examgroup,query,GET,/subjectgroup/get-sem-by-examgroup,/admin/subjectgroup/getSemByExamgroup,/examresult/admitcard
academics,core,Get Semester By Class,query,GET,/subjectgroup/get-semester-by-class,/admin/subjectgroup/getSemesterByClass,/examgroup/exam-form /feemastercoursewise /subjectgroup
academics,core,Get Subject By Classand Section Date,query,GET,/subjectgroup/get-subject-by-classand-section-date,/admin/subjectgroup/getSubjectByClassandSectionDate,/subjectattendence
academics,core,Importfile,command,POST,/subjectgroup/importfile,/admin/subjectgroup/importfile,/subjectgroup
academics,core,Assign Class Teacher,command,POST,/teacher/assign-class-teacher,/admin/teacher/assign_class_teacher,/teacher/assign-class-teacher
academics,core,Save Subject Teacher Setup,command,POST,/teacher/save-subject-teacher-setup,/admin/teacher/saveSubjectTeacherSetup,/teacher/assign-subject-teacher
academics,core,Get Bydategroupclasssection,query,GET,/timetable/get-bydategroupclasssection,/admin/timetable/getBydategroupclasssection,/timetable/classreport
academics,core,Getteachertimetable,query,GET,/timetable/getteachertimetable,/admin/timetable/getteachertimetable,/timetable/mytimetable
hr,core,Approve Leave,command,POST,/approve-leave,/admin/approve_leave,/approve-leave
hr,core,Add,command,POST,/approve-leave/add,/admin/approve_leave/add,/approve-leave
hr,core,Get Details,query,GET,/approve-leave/get-details,/admin/approve_leave/get_details,/approve-leave
hr,core,Remove Leave,command,DELETE,/approve-leave/remove-leave,/admin/approve_leave/remove_leave,/approve-leave
hr,core,Search By Class Section,query,GET,/approve-leave/search-by-class-section,/admin/approve_leave/searchByClassSection,/approve-leave
hr,core,Status,command,POST,/approve-leave/status,/admin/approve_leave/status,/approve-leave
hr,core,Downloadstdimagesfolderzip,query,GET,/generatestaffidcard/downloadstdimagesfolderzip,/admin/generatestaffidcard/downloadstdimagesfolderzip,/generatestaffidcard
hr,core,Generatemultiple,query,POST,/generatestaffidcard/generatemultiple,/admin/generatestaffidcard/generatemultiple,/generatestaffidcard
hr,core,Search,query,GET,/generatestaffidcard/search,/admin/generatestaffidcard/search,/generatestaffidcard
hr,core,Delete Weekly Off,command,DELETE,/holiday/delete-weekly-off,/admin/holiday/deleteWeeklyOff,/holiday/set-working-days
hr,core,Get Holidays By Month Year,query,GET,/holiday/get-holidays-by-month-year,/admin/holiday/getHolidaysByMonthYear,/holiday/set-working-days
hr,core,Get Staff Weekly Off,query,GET,/holiday/get-staff-weekly-off,/admin/holiday/getStaffWeeklyOff,/holiday/staff-week-off
hr,core,Get Weekly Off By Month Year,query,GET,/holiday/get-weekly-off-by-month-year,/admin/holiday/getWeeklyOffByMonthYear,/holiday/set-working-days
hr,core,Save Staff Weekly Off,command,POST,/holiday/save-staff-weekly-off,/admin/holiday/saveStaffWeeklyOff,/holiday/staff-week-off
hr,core,Save Weekly Off,command,POST,/holiday/save-weekly-off,/admin/holiday/saveWeeklyOff,/holiday/set-working-days
hr,core,Search Set Working Days,query,GET,/holiday/search-set-working-days,/admin/holiday/search_set_working_days,/holiday/set-working-days
hr,core,Add Leave,command,POST,/leaverequest/add-leave,/admin/leaverequest/addLeave,/leaverequest
hr,core,Add Staff Leave,command,POST,/leaverequest/add-staff-leave,/admin/leaverequest/add_staff_leave,/staff/leaverequest
hr,core,Bulk Leave Approve,command,POST,/leaverequest/bulk-leave-approve,/admin/leaverequest/bulkLeaveApprove,/leaverequest
hr,core,Cancel Staff Leave,query,POST,/leaverequest/cancel-staff-leave,/admin/leaverequest/cancel_staff_leave,/staff/leaverequest
hr,core,Count Leave,query,POST,/leaverequest/count-leave,/admin/leaverequest/countLeave,/leaverequest /staff/leaverequest
hr,core,Downloadleaverequestdoc,query,GET,/leaverequest/downloadleaverequestdoc,/admin/leaverequest/downloadleaverequestdoc,/staff/leaverequest
hr,core,Get Combination Leave Count,query,GET,/leaverequest/get-combination-leave-count,/admin/leaverequest/getCombinationLeaveCount,/staff/leaverequest
hr,core,Get Combined Leave Details,query,GET,/leaverequest/get-combined-leave-details,/admin/leaverequest/getCombinedLeaveDetails,/leaverequest /staff/leaverequest /staff/profile/:id
hr,core,Get Staff Combination Leaves,query,GET,/leaverequest/get-staff-combination-leaves,/admin/leaverequest/getStaffCombinationLeaves,/staff/leaverequest
hr,core,Leave Record,query,POST,/leaverequest/leave-record,/admin/leaverequest/leaveRecord,/leaverequest /staff/leaverequest /staff/profile/:id
hr,core,Leave Status,query,POST,/leaverequest/leave-status,/admin/leaverequest/leaveStatus,/leaverequest /staff/leaverequest
hr,core,Remove,command,DELETE,/leaverequest/remove,/admin/leaverequest/remove,/leaverequest /staff/leaverequest
hr,core,Save Cancel Request,command,POST,/leaverequest/save-cancel-request,/admin/leaverequest/save_cancel_request,/leaverequest
hr,core,Createleavetype,command,POST,/leavetypes/createleavetype,/admin/leavetypes/createleavetype,/leavetypes
hr,core,Create Custom Fields For Certificate,command,POST,/staff-certificate/create-custom-fields-for-certificate,/admin/staff_certificate/createCustomFieldsForCertificate,/staff-certificate
hr,core,Generatemultiple,query,POST,/staff-certificate/generatemultiple,/admin/staff_certificate/generatemultiple,/staff-certificate/staff-generate-certificate
hr,core,Get Certificate Custom Fields,query,GET,/staff-certificate/get-certificate-custom-fields,/admin/staff_certificate/getCertificateCustomFields,/staff-certificate/staff-generate-certificate
hr,core,Search,query,GET,/staff-certificate/search,/admin/staff_certificate/search,/staff-certificate/staff-generate-certificate
hr,core,View,query,GET,/staff-certificate/view,/admin/staff_certificate/view,/staff-certificate
hr,core,Delete Leave Clubbing,command,DELETE,/staff-leave-assign/delete-leave-clubbing,/admin/staff_leave_assign/delete_leave_clubbing,/staff-leave-assign
hr,core,Delete Weekoff Rules,command,DELETE,/staff-leave-assign/delete-weekoff-rules,/admin/staff_leave_assign/delete_weekoff_rules,/staff-leave-assign
hr,core,Edit Leave Clubbing Rule,command,POST,/staff-leave-assign/edit-leave-clubbing-rule,/admin/staff_leave_assign/edit_leave_clubbing_rule,/staff-leave-assign
hr,core,Edit Staff Assign Form,command,POST,/staff-leave-assign/edit-staff-assign-form,/admin/staff_leave_assign/editStaffAssignForm,/staff-leave-assign
hr,core,Get Leave Clubbing Rules,query,GET,/staff-leave-assign/get-leave-clubbing-rules,/admin/staff_leave_assign/get_leave_clubbing_rules,/staff-leave-assign
hr,core,Get Weekoff Rules,query,GET,/staff-leave-assign/get-weekoff-rules,/admin/staff_leave_assign/get_weekoff_rules,/staff-leave-assign
hr,core,Save Assign Staff,command,POST,/staff-leave-assign/save-assign-staff,/admin/staff_leave_assign/save_assign_staff,/staff-leave-assign
hr,core,Save Leave Clubbing Rules,command,POST,/staff-leave-assign/save-leave-clubbing-rules,/admin/staff_leave_assign/save_leave_clubbing_rules,/staff-leave-assign
hr,core,Save Weekoff Rules,command,POST,/staff-leave-assign/save-weekoff-rules,/admin/staff_leave_assign/save_weekoff_rules,/staff-leave-assign
hr,core,Update Assign Staff,command,POST,/staff-leave-assign/update-assign-staff,/admin/staff_leave_assign/update_assign_staff,/staff-leave-assign
hr,core,Ajax Attendance,query,POST,/staff/ajax-attendance,/admin/staff/ajax_attendance,/staff/profile/:id
hr,core,Bulk Update Leaves Export,command,POST,/staff/bulk-update-leaves-export,/admin/staff/bulk_update_leaves_export,/staff
hr,core,Bulk Update Leaves Import,command,POST,/staff/bulk-update-leaves-import,/admin/staff/bulk_update_leaves_import,/staff
hr,core,Change Password,query,POST,/staff/change-password,/admin/staff/change_password,/staff/profile/:id
hr,core,Disablestaff,query,POST,/staff/disablestaff,/admin/staff/disablestaff,/staff/profile/:id
hr,core,Disablestafflist,query,GET,/staff/disablestafflist,/admin/staff/disablestafflist,/staff/disablestafflist
hr,core,Get Employee By Role,query,GET,/staff/get-employee-by-role,/admin/staff/getEmployeeByRole,/conference/meeting /conference/timetable /gmeet/meeting /gmeet/timetable /leaverequest /payroll /staff/leaverequest
hr,core,Get Leave By Year,query,GET,/staff/get-leave-by-year,/admin/staff/getLeaveByYear,/staff/profile/:id
hr,core,Get Staff Leave Details By Year,query,GET,/staff/get-staff-leave-details-by-year,/admin/staff/getStaffLeaveDetailsByYear,/staff/leaverequest
hr,core,Leave Request Approval Report Pdf,query,GET,/staff/leave-request-approval-report-pdf,/admin/staff/leave_request_approval_report_pdf,/staff/leaverequest /staff/profile/:id
hr,core,Set Subject Preference,query,POST,/staff/set-subject-preference,/admin/staff/setSubjectPreference,/staff/profile/:id
hr,core,Staff Bulk Update,command,POST,/staff/staff-bulk-update,/admin/staff/staff_bulk_update,/staff/staff-bulk-update
hr,core,Staff Bulk Update Save,command,POST,/staff/staff-bulk-update-save,/admin/staff/staff_bulk_update_save,/staff/staff-bulk-update
hr,core,Create,command,POST,/staffidcard/create,/admin/staffidcard/create,/staffidcard
hr,core,View,query,GET,/staffidcard/view,/admin/staffidcard/view,/staffidcard
hr,core,Add,command,POST,/teacherlog/add,/teacherlog/add,/teacherlog
hr,core,Approvetechlog,command,POST,/teacherlog/approvetechlog,/teacherlog/approvetechlog,/teacherlog
hr,core,Fetchtecherlog Request,query,GET,/teacherlog/fetchtecherlog-request,/teacherlog/fetchtecherlog_request,/teacherlog
hr,core,Load Teacherlog Viewpage,query,GET,/teacherlog/load-teacherlog-viewpage,/teacherlog/load_teacherlog_viewpage,/teacherlog
hr,core,Teacherlog Remove,command,DELETE,/teacherlog/teacherlog-remove,/teacherlog/teacherlog_remove,/teacherlog
hr,core,Update,command,POST,/teacherlog/update,/teacherlog/update,/teacherlog
hr,core,Delete Record,command,DELETE,/teachers-research/delete-record,/admin/teachers_research/delete_record,/teachers-research
hr,core,Get Edit Record,query,GET,/teachers-research/get-edit-record,/admin/teachers_research/get_edit_record,/teachers-research
hr,core,Research Details,query,GET,/teachers-research/research-details,/admin/teachers_research/research_details,/teachers-research
hr,core,Add Staff Timeline,command,POST,/timeline/add-staff-timeline,/admin/timeline/add_staff_timeline,/staff/profile/:id
hr,core,Delete Staff Timeline,command,DELETE,/timeline/delete-staff-timeline,/admin/timeline/delete_staff_timeline,/staff/profile/:id
hr,core,Editstafftimeline,command,POST,/timeline/editstafftimeline,/admin/timeline/editstafftimeline,/staff/profile/:id
hr,core,Getstaffsingletimeline,query,GET,/timeline/getstaffsingletimeline,/admin/timeline/getstaffsingletimeline,/staff/profile/:id
hr,core,Staff Timeline,query,POST,/timeline/staff-timeline,/admin/timeline/staff_timeline,/staff/profile/:id
payroll,extended,Create,command,POST,/payroll/create,/admin/payroll/create,/payroll /staffpayroll/generate-income-tax /staffpayroll/staff-payroll
payroll,extended,Payment Record,query,POST,/payroll/payment-record,/admin/payroll/paymentRecord,/payroll
payroll,extended,Payment Success,query,POST,/payroll/payment-success,/admin/payroll/paymentSuccess,/payroll
payroll,extended,Payslip View,query,GET,/payroll/payslip-view,/admin/payroll/payslipView,/payroll
payroll,extended,Add Element,command,POST,/staffpayroll/add-element,/admin/staffpayroll/add_element,/staffpayroll/add-element
payroll,extended,Add Payroll Dependant Elements,command,POST,/staffpayroll/add-payroll-dependant-elements,/admin/staffpayroll/add_payroll_dependant_elements,/staffpayroll/manage-staff-payroll
payroll,extended,Add Tax Slab,command,POST,/staffpayroll/add-tax-slab,/admin/staffpayroll/add_tax_slab,/staffpayroll/setup-tax-slab
payroll,extended,Bulk Generate Export,command,POST,/staffpayroll/bulk-generate-export,/admin/staffpayroll/bulk_generate_export,/staffpayroll/staff-payroll
payroll,extended,Bulk Generate Import,command,POST,/staffpayroll/bulk-generate-import,/admin/staffpayroll/bulk_generate_import,/staffpayroll/staff-payroll
payroll,extended,Copy From Previous Month,query,POST,/staffpayroll/copy-from-previous-month,/admin/staffpayroll/copy_from_previous_month,/staffpayroll/staff-payroll
payroll,extended,Delete Child Record,command,DELETE,/staffpayroll/delete-child-record,/admin/staffpayroll/delete_child_record,/staffpayroll/add-income-tax-element
payroll,extended,Delete Income Tax Slab,command,DELETE,/staffpayroll/delete-income-tax-slab,/admin/staffpayroll/delete_income_tax_slab,/staffpayroll/setup-tax-slab
payroll,extended,Delete Parent Record,command,DELETE,/staffpayroll/delete-parent-record,/admin/staffpayroll/delete_parent_record,/staffpayroll/add-income-tax-element
payroll,extended,Delete Payroll Dependant,command,DELETE,/staffpayroll/delete-payroll-dependant,/admin/staffpayroll/delete_payroll_dependant,/staffpayroll/manage-staff-payroll
payroll,extended,Get Form16,query,GET,/staffpayroll/get-form16,/admin/staffpayroll/getForm16,/staffpayroll/generate-income-tax
payroll,extended,Get Payroll Elements Except Current ID,query,GET,/staffpayroll/get-payroll-elements-except-current-id,/admin/staffpayroll/get_payroll_elements_except_current_id,/staffpayroll/manage-staff-payroll
payroll,extended,Get Visiting Staff Payroll,query,GET,/staffpayroll/get-visiting-staff-payroll,/admin/staffpayroll/getVisitingStaffPayroll,/staffpayroll/visiting-staff-payroll
payroll,extended,Getincometaxdetails,query,GET,/staffpayroll/getincometaxdetails,/admin/staffpayroll/getincometaxdetails,/staffpayroll/generate-income-tax
payroll,extended,Getpayelements By ID,query,GET,/staffpayroll/getpayelements-by-id,/admin/staffpayroll/getpayelementsByID,/staffpayroll/add-element
payroll,extended,Getstaffbankdetails,query,GET,/staffpayroll/getstaffbankdetails,/admin/staffpayroll/getstaffbankdetails,/staffpayroll/staff-payroll
payroll,extended,Payment Success,query,POST,/staffpayroll/payment-success,/admin/staffpayroll/paymentSuccess,/staffpayroll/staff-payroll
payroll,extended,Payslip View,query,GET,/staffpayroll/payslip-view,/admin/staffpayroll/payslipView,/staff/profile/:id /staffpayroll/staff-payroll /staffpayroll/visiting-staff-payroll
payroll,extended,Print All Payslips,query,GET,/staffpayroll/print-all-payslips,/admin/staffpayroll/printAllPayslips,/staffpayroll/staff-payroll
payroll,extended,Revert Generated,query,POST,/staffpayroll/revert-generated,/admin/staffpayroll/revertGenerated,/staffpayroll/staff-payroll
payroll,extended,Revert Paid,query,POST,/staffpayroll/revert-paid,/admin/staffpayroll/revertPaid,/staffpayroll/staff-payroll
payroll,extended,Save Income Tax Element,command,POST,/staffpayroll/save-income-tax-element,/admin/staffpayroll/save_income_tax_element,/staffpayroll/add-income-tax-element
payroll,extended,Save Manage Payroll,command,POST,/staffpayroll/save-manage-payroll,/admin/staffpayroll/save_manage_payroll,/staffpayroll/manage-staff-payroll
finance,extended,Getexpenselist,query,GET,/expense/getexpenselist,/admin/expense/getexpenselist,/expense
finance,extended,Getsearchexpenselist,query,GET,/expense/getsearchexpenselist,/admin/expense/getsearchexpenselist,/expense/expensesearch
finance,extended,Search,query,GET,/expense/search,/admin/expense/search,/expense/expensesearch
finance,extended,Ajax Search,query,POST,/expensehead/ajax-search,/admin/expensehead/ajaxSearch,/expensehead
finance,extended,Create,command,POST,/expensehead/create,/admin/expensehead/create,/expensehead
finance,extended,Checkvalidation,query,POST,/income/checkvalidation,/admin/income/checkvalidation,/income/incomesearch
finance,extended,Getincomelist,query,GET,/income/getincomelist,/admin/income/getincomelist,/income
finance,extended,Getincomesearchlist,query,GET,/income/getincomesearchlist,/admin/income/getincomesearchlist,/income/incomesearch
finance,extended,Create,command,POST,/incomehead/create,/admin/incomehead/create,/incomehead
lesson-plan,extended,Change Topic Status,query,GET,/lessonplan/change-topic-status,/admin/lessonplan/changeTopicStatus,/syllabus/status
lesson-plan,extended,Createinstruction Plan,command,POST,/lessonplan/createinstruction-plan,/admin/lessonplan/createinstruction_plan,/lessonplan/instruction-plan
lesson-plan,extended,Createlesson,command,POST,/lessonplan/createlesson,/admin/lessonplan/createlesson,/lessonplan/lesson
lesson-plan,extended,Createtopic,command,POST,/lessonplan/createtopic,/admin/lessonplan/createtopic,/lessonplan/topic
lesson-plan,extended,Deleteinstruction Planbulk,command,DELETE,/lessonplan/deleteinstruction-planbulk,/admin/lessonplan/deleteinstruction_planbulk,/lessonplan/instruction-plan
lesson-plan,extended,Deletelessonbulk,command,DELETE,/lessonplan/deletelessonbulk,/admin/lessonplan/deletelessonbulk,/lessonplan/lesson
lesson-plan,extended,Get,query,GET,/lessonplan/get,/admin/lessonplan/get_,/syllabus/status
lesson-plan,extended,Get Classwise Batch Data,query,GET,/lessonplan/get-classwise-batch-data,/admin/lessonplan/getClasswiseBatchData,/lessonplan/instruction-plan
lesson-plan,extended,Getinstruction Planlist,query,GET,/lessonplan/getinstruction-planlist,/admin/lessonplan/getinstruction_planlist,/lessonplan/instruction-plan
lesson-plan,extended,Getlesson Bysubjectid,query,GET,/lessonplan/getlesson-bysubjectid,/admin/lessonplan/getlessonBysubjectid,/lessonplan/topic
lesson-plan,extended,Getlesson Bysubjectidedit,query,GET,/lessonplan/getlesson-bysubjectidedit,/admin/lessonplan/getlessonBysubjectidedit,/syllabus
lesson-plan,extended,Getlessonlist,query,GET,/lessonplan/getlessonlist,/admin/lessonplan/getlessonlist,/lessonplan/lesson
lesson-plan,extended,Gettopic Bylessonid,query,GET,/lessonplan/gettopic-bylessonid,/admin/lessonplan/gettopicBylessonid,/syllabus
lesson-plan,extended,Gettopiclist,query,GET,/lessonplan/gettopiclist,/admin/lessonplan/gettopiclist,/lessonplan/topic
lesson-plan,extended,Topic Completedate,query,POST,/lessonplan/topic-completedate,/admin/lessonplan/topic_completedate,/syllabus/status
lesson-plan,extended,Add Syllabus,command,POST,/syllabus/add-syllabus,/admin/syllabus/add_syllabus,/syllabus
lesson-plan,extended,Get Subject Syllabus,query,GET,/syllabus/get-subject-syllabus,/admin/syllabus/get_subject_syllabus,/syllabus
lesson-plan,extended,Get Weekdates,query,GET,/syllabus/get-weekdates,/admin/syllabus/get_weekdates,/syllabus
lesson-plan,extended,Getsubject Syllabus,query,GET,/syllabus/getsubject-syllabus,/admin/syllabus/getsubject_syllabus,/syllabus
lesson-plan,extended,Status,command,POST,/syllabus/status,/admin/syllabus/status,/syllabus/status
outcomes,extended,Add Book,command,POST,/copo/add-book,/admin/copo/addBook,/copo/plan
outcomes,extended,Add Course Objective,command,POST,/copo/add-course-objective,/admin/copo/addCourseObjective,/copo/plan
outcomes,extended,Add Gaps Identified,command,POST,/copo/add-gaps-identified,/admin/copo/addGapsIdentified,/copo/plan
outcomes,extended,Add Industrial Sector,command,POST,/copo/add-industrial-sector,/admin/copo/addIndustrialSector,/copo/plan
outcomes,extended,Add Info,command,POST,/copo/add-info,/admin/copo/add_info,/copo/plan
outcomes,extended,Add Innovative Pedagogy Adopted,command,POST,/copo/add-innovative-pedagogy-adopted,/admin/copo/addInnovativePedagogyAdopted,/copo/plan
outcomes,extended,Add Job Profiles,command,POST,/copo/add-job-profiles,/admin/copo/addJobProfiles,/copo/plan
